0, 0, Header, 1, 2, 960
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 3, "major"
1, 0, Tempo, 500000
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "GUITA"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 127
2, 0, Control_c, 0, 10, 64
2, 960, Note_on_c, 0, 61, 100
2, 1440, Note_on_c, 0, 61, 0
2, 1440, Note_on_c, 0, 64, 100
2, 1920, Note_on_c, 0, 64, 0
2, 1920, Note_on_c, 0, 64, 100
2, 2880, Note_on_c, 0, 64, 0
2, 2880, Note_on_c, 0, 64, 100
2, 3360, Note_on_c, 0, 64, 0
2, 3360, Note_on_c, 0, 61, 100
2, 3840, Note_on_c, 0, 61, 0
2, 3840, Note_on_c, 0, 66, 100
2, 4320, Note_on_c, 0, 66, 0
2, 4320, Note_on_c, 0, 66, 100
2, 4800, Note_on_c, 0, 66, 0
2, 4800, Note_on_c, 0, 68, 100
2, 5280, Note_on_c, 0, 68, 0
2, 5280, Note_on_c, 0, 66, 100
2, 6240, Note_on_c, 0, 66, 0
2, 6240, Note_on_c, 0, 66, 100
2, 6720, Note_on_c, 0, 66, 0
2, 6720, Note_on_c, 0, 66, 100
2, 7200, Note_on_c, 0, 66, 0
2, 7200, Note_on_c, 0, 64, 100
2, 7680, Note_on_c, 0, 64, 0
2, 7680, Note_on_c, 0, 69, 100
2, 8640, Note_on_c, 0, 69, 0
2, 8640, Note_on_c, 0, 69, 100
2, 9600, Note_on_c, 0, 69, 0
2, 9600, Note_on_c, 0, 69, 100
2, 10080, Note_on_c, 0, 69, 0
2, 10080, Note_on_c, 0, 66, 100
2, 10560, Note_on_c, 0, 66, 0
2, 10560, Note_on_c, 0, 69, 100
2, 11040, Note_on_c, 0, 69, 0
2, 11040, Note_on_c, 0, 66, 100
2, 11520, Note_on_c, 0, 66, 0
2, 11520, Note_on_c, 0, 64, 100
2, 15360, Note_on_c, 0, 64, 0
2, 16320, Note_on_c, 0, 61, 100
2, 16800, Note_on_c, 0, 61, 0
2, 16800, Note_on_c, 0, 64, 100
2, 17280, Note_on_c, 0, 64, 0
2, 17280, Note_on_c, 0, 64, 100
2, 18720, Note_on_c, 0, 64, 0
2, 18720, Note_on_c, 0, 61, 100
2, 19200, Note_on_c, 0, 61, 0
2, 19200, Note_on_c, 0, 66, 100
2, 19680, Note_on_c, 0, 66, 0
2, 19680, Note_on_c, 0, 66, 100
2, 20160, Note_on_c, 0, 66, 0
2, 20160, Note_on_c, 0, 68, 100
2, 20640, Note_on_c, 0, 68, 0
2, 20640, Note_on_c, 0, 66, 100
2, 21600, Note_on_c, 0, 66, 0
2, 21600, Note_on_c, 0, 66, 100
2, 22080, Note_on_c, 0, 66, 0
2, 22080, Note_on_c, 0, 66, 100
2, 22560, Note_on_c, 0, 66, 0
2, 22560, Note_on_c, 0, 64, 100
2, 23040, Note_on_c, 0, 64, 0
2, 23040, Note_on_c, 0, 69, 100
2, 24000, Note_on_c, 0, 69, 0
2, 24000, Note_on_c, 0, 69, 100
2, 24480, Note_on_c, 0, 69, 0
2, 24480, Note_on_c, 0, 69, 100
2, 24960, Note_on_c, 0, 69, 0
2, 24960, Note_on_c, 0, 69, 100
2, 25440, Note_on_c, 0, 69, 0
2, 25440, Note_on_c, 0, 66, 100
2, 25920, Note_on_c, 0, 66, 0
2, 25920, Note_on_c, 0, 66, 100
2, 26400, Note_on_c, 0, 66, 0
2, 26400, Note_on_c, 0, 69, 100
2, 26880, Note_on_c, 0, 69, 0
